date,phc_id,state,district,city,latitude,longitude,medicine,medicine_category,patient_count,opd_count,ipd_count,disease_cases,mortality,opening_stock,received_quantity,dispensed_quantity,closing_stock,current_stock,daily_consumption,supply_lead_time,incoming_supply,bed_occupancy,medicine_availability,temperature,rainfall,humidity,vaccination_coverage,previous_7_day_demand,previous_30_day_demand,next_7_day_demand,future_stock_min,stock_out
2023-09-01,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,209,188,21,56,0,983,0,279,704,704,279,2,0,1.0,1.0,26.63674344917043,35.89021313066288,71.48306342657843,0.6828053115582275,1941.0,7836.0,1890.0,411.0,0
2023-09-02,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,199,179,20,54,0,704,0,293,411,411,293,1,0,1.0,1.0,27.809915480827833,22.49643728351014,88.6708566510397,0.8239297477171048,1967.0,7818.0,1828.0,1383.0,0
2023-09-03,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,85,76,9,16,0,411,2800,317,2894,2894,317,4,2800,0.49233259402621377,1.0,24.25004126155355,45.04602579028481,71.25276752382882,0.627494625302288,1990.0,7864.0,1695.0,1199.0,0
2023-09-04,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,186,167,19,48,0,2894,0,304,2590,2590,304,1,0,0.9953387382170528,1.0,28.67898865864285,11.820865257039637,80.37687483489259,0.6813538121438327,1987.0,7890.0,1730.0,860.0,0
2023-09-05,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,112,100,12,14,0,2590,0,244,2346,2346,244,2,0,0.638482575076477,1.0,35.5800908550182,37.425296191059125,59.276918609685666,0.8085925211250482,2035.0,7980.0,1681.0,665.0,0
2023-09-06,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,309,278,31,121,0,2346,0,194,2152,2152,194,2,0,1.0,1.0,25.713867271550757,46.53757961644066,30.931973007293315,0.9300380876805705,2061.0,7944.0,1727.0,425.0,0
2023-09-07,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,183,164,19,38,0,2152,0,192,1960,1960,192,1,0,0.9110546677799118,1.0,18.707408958785543,23.90985706984013,89.57229123833555,0.7390479935657669,1997.0,7877.0,1863.0,425.0,0
2023-09-08,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,308,277,31,53,0,1960,0,346,1614,1614,346,5,0,1.0,1.0,22.44394898868024,10.609116681804636,42.02287425372664,0.8860749784880546,1823.0,7770.0,1691.0,425.0,0
2023-09-09,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,131,117,14,26,0,1614,0,231,1383,1383,231,1,0,0.6438365383561578,1.0,29.203210537776236,5.5638883337750356,75.80288939541751,0.7043494140884621,1890.0,7912.0,1741.0,425.0,0
2023-09-10,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,183,164,19,43,0,1383,0,184,1199,1199,184,2,0,1.0,1.0,26.40178749267855,32.82083546616974,67.93410121776336,0.7061706235469606,1828.0,7943.0,1769.0,425.0,0
2023-09-11,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,195,175,20,66,1,1199,0,339,860,860,339,2,0,1.0,1.0,35.07673552028109,37.15019107775285,46.94587333566332,0.7173208000714739,1695.0,7972.0,1811.0,425.0,0
2023-09-12,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,206,185,21,38,0,860,0,195,665,665,195,5,0,0.9266803807905802,1.0,29.000068076685995,21.601053343686573,51.062432625739724,0.8498821573286244,1730.0,8059.0,1832.0,425.0,0
2023-09-13,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,101,90,11,26,0,665,0,240,425,425,240,5,0,0.5375166936616116,1.0,29.861643685779097,15.955642722873604,33.34425397512848,0.7259244417135781,1681.0,7953.0,1916.0,1309.0,0
2023-09-14,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,175,157,18,54,0,425,2800,328,2897,2897,328,3,2800,1.0,1.0,32.17519194138967,15.47603560053768,51.29399046458798,0.6458251294277376,1727.0,7962.0,1893.0,1004.0,0
2023-09-15,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,223,200,23,38,0,2897,0,174,2723,2723,174,3,0,1.0,1.0,15.71862402773883,39.67464433411225,64.93902873816435,0.833840622038761,1863.0,8015.0,2074.0,649.0,0
2023-09-16,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,69,62,7,26,0,2723,0,281,2442,2442,281,4,0,0.3727426445767679,1.0,39.612107084460646,28.54056285315261,69.50185395125911,0.9228989290987075,1691.0,7982.0,1998.0,444.0,0
2023-09-17,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,145,130,15,49,0,2442,0,212,2230,2230,212,2,0,0.6374425002896612,1.0,42.23364933882459,47.089669467260975,60.44551810980637,0.9473028313513802,1741.0,8034.0,2094.0,444.0,0
2023-09-18,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,113,101,12,11,0,2230,0,381,1849,1849,381,3,0,0.48248134034072365,1.0,17.09437429066613,9.728301034733827,72.30618955075708,0.7548338570130643,1769.0,7928.0,1963.0,444.0,0
2023-09-19,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,295,265,30,75,1,1849,0,216,1633,1633,216,5,0,1.0,1.0,25.21490732218217,17.226768427925833,38.94280031760305,0.9118916706032874,1811.0,8091.0,2026.0,444.0,0
2023-09-20,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,262,235,27,33,0,1633,0,324,1309,1309,324,4,0,1.0,1.0,23.690156460487792,24.645376076868803,58.286699550660686,0.6274873438261025,1832.0,8084.0,1941.0,444.0,0
2023-09-21,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,184,165,19,27,0,1309,0,305,1004,1004,305,3,0,1.0,1.0,28.396016730521808,7.313055257491063,82.2699194760736,0.7569099616002397,1916.0,8036.0,1885.0,444.0,0
2023-09-22,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,144,129,15,15,0,1004,0,355,649,649,355,3,0,0.7426762412299466,1.0,26.645283256945667,1.973106625745108,32.972716371436846,0.8192329593169886,1893.0,8124.0,1843.0,444.0,0
2023-09-23,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,124,111,13,35,0,649,0,205,444,444,205,4,0,0.7023742114385355,1.0,44.61151576600776,40.25818188288464,54.97952430752842,0.8443954368962395,2074.0,8142.0,1898.0,1346.0,0
2023-09-24,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,189,170,19,36,0,444,2800,308,2936,2936,308,3,2800,0.9271897423836628,1.0,40.407414463825916,44.27340667216825,40.98317757034677,0.625211273050127,1998.0,8080.0,1780.0,1156.0,0
2023-09-25,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,260,234,26,32,0,2936,0,250,2686,2686,250,3,0,1.0,1.0,32.74081207061422,1.7138319910967148,72.0770263898435,0.7427549566686122,2094.0,8135.0,1779.0,907.0,0
2023-09-26,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,211,189,22,69,0,2686,0,279,2407,2407,279,2,0,1.0,1.0,39.04109418177424,47.71818980132054,87.07298661780864,0.7471706724497892,1963.0,8115.0,1698.0,709.0,0
2023-09-27,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,286,257,29,74,0,2407,0,239,2168,2168,239,2,0,1.0,1.0,35.799750140498716,6.332671239385879,54.708007553374784,0.8258931432570562,2026.0,8074.0,1644.0,524.0,0
2023-09-28,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,227,204,23,45,0,2168,0,249,1919,1919,249,2,0,1.0,1.0,43.381313314661554,5.7312344509498905,33.10234499088884,0.6312252640274064,1941.0,8057.0,1605.0,524.0,0
2023-09-29,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,333,299,34,43,0,1919,0,313,1606,1606,313,5,0,1.0,1.0,33.514616165788894,4.15605927648749,69.79547491042644,0.7388887616143499,1885.0,8088.0,1499.0,524.0,0
2023-09-30,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,320,288,32,76,0,1606,0,260,1346,1346,260,3,0,1.0,1.0,19.51179708891768,49.8781543817489,81.2444007258262,0.662404097153696,1843.0,8143.0,1528.0,524.0,0
2023-10-01,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,54,48,6,7,0,1346,0,190,1156,1156,190,3,0,0.304942024564029,1.0,32.555963808897076,1.026690669067355,20.509070991611196,0.9000187108234259,1898.0,8037.0,1579.0,524.0,0
2023-10-02,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,216,194,22,52,0,1156,0,249,907,907,249,2,0,0.9236789517286494,1.0,27.189415706607406,4.06616382818463,26.2479959810082,0.6970138799297043,1780.0,7948.0,1488.0,524.0,0
2023-10-03,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,202,181,21,71,0,907,0,198,709,709,198,5,0,1.0,1.0,20.56449612112662,0.35123161514233003,34.0925360639423,0.8398457038960472,1779.0,7904.0,1416.0,524.0,0
2023-10-04,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,156,140,16,22,0,709,0,185,524,524,185,1,0,0.8593633107503411,1.0,32.610329682891575,0.17821260956722096,40.726106910232716,0.7130881493658586,1698.0,7785.0,1389.0,1935.0,0
2023-10-05,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,169,152,17,46,0,524,2800,210,3114,3114,210,1,2800,0.9524683761152218,1.0,39.314316829130064,0.4275852220359605,52.91828238147668,0.9160384655552594,1644.0,7666.0,1296.0,1818.0,0
2023-10-06,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,39,35,4,12,0,3114,0,207,2907,2907,207,1,0,0.17962731589847825,1.0,42.818421162558565,2.624450926656599,41.21914078202691,0.8098356152328333,1605.0,7632.0,1287.0,1620.0,0
2023-10-07,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,221,198,23,71,0,2907,0,289,2618,2618,289,5,0,1.0,1.0,19.132099262826358,2.5515166531759097,34.927455720308146,0.754456688722345,1499.0,7645.0,1208.0,1410.0,0
2023-10-08,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,98,88,10,10,0,2618,0,241,2377,2377,241,2,0,0.5665248748917194,1.0,22.001145360730483,1.2206323482484076,35.56165734099999,0.8878366466348251,1528.0,7742.0,1150.0,1227.0,0
2023-10-09,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,79,71,8,23,0,2377,0,158,2219,2219,158,5,0,0.32735777414627965,1.0,32.37877548190841,3.6530845071606315,39.13143619205166,0.8704626262261151,1579.0,7637.0,1110.0,1109.0,0
2023-10-10,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,84,75,9,20,0,2219,0,126,2093,2093,126,5,0,0.37314271870246374,1.0,41.46781370192692,4.954315492019029,53.120922668347774,0.6922352647814752,1488.0,7564.0,1157.0,936.0,0
2023-10-11,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,53,47,6,19,0,2093,0,158,1935,1935,158,4,0,0.29877404936021784,1.0,43.58353618715294,3.635724927275099,43.69643275883811,0.871317827206606,1416.0,7506.0,1134.0,801.0,0
2023-10-12,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,84,75,9,23,0,1935,0,117,1818,1818,117,1,0,0.45570213785542385,1.0,38.15815115873563,1.5022143028553703,56.187829984421455,0.6609436745360229,1389.0,7325.0,1195.0,623.0,0
2023-10-13,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,158,142,16,59,0,1818,0,198,1620,1620,198,5,0,0.9424381662977277,1.0,30.97178565397413,4.23182454040094,41.32132095616816,0.8831150395305746,1296.0,7247.0,1204.0,416.0,0
2023-10-14,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,71,63,8,25,0,1620,0,210,1410,1410,210,2,0,0.3221714980088446,1.0,24.82155576384891,4.531668595829699,27.674477619096002,0.8764557484859253,1287.0,7205.0,1240.0,416.0,0
2023-10-15,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,123,110,13,35,0,1410,0,183,1227,1227,183,3,0,0.6257743849590744,1.0,32.01121761501487,3.5431004556016097,59.26411600275192,0.7162248186531149,1208.0,7087.0,1260.0,416.0,0
2023-10-16,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,137,123,14,51,0,1227,0,118,1109,1109,118,2,0,0.7310188094843831,1.0,25.86291590662514,3.553600252840681,45.8772891047206,0.6825119593411899,1150.0,7096.0,1316.0,416.0,0
2023-10-17,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,197,177,20,33,0,1109,0,173,936,936,173,2,0,0.8754228450925226,1.0,38.02453965810162,4.050157669665683,27.161596212829096,0.8312314437215258,1110.0,6933.0,1394.0,416.0,0
2023-10-18,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,46,41,5,7,0,936,0,135,801,801,135,4,0,0.2583678661612829,1.0,26.352923827859243,0.7093656543797361,49.232448190952326,0.7289544920204283,1157.0,6894.0,1473.0,416.0,0
2023-10-19,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,98,88,10,10,0,801,0,178,623,623,178,4,0,0.4155421491664707,1.0,21.775245746525997,3.219758523483647,29.730823944277542,0.6186176341598449,1134.0,6648.0,1471.0,416.0,0
2023-10-20,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,152,136,16,41,0,623,0,207,416,416,207,1,0,0.6643771993641163,1.0,23.490343454065826,4.024908778656132,20.306928648240046,0.8475059892215455,1195.0,6610.0,1506.0,1710.0,0
2023-10-21,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,125,112,13,47,0,416,2800,246,2970,2970,246,3,2800,0.6007324107131201,1.0,31.1416330906146,4.357881398147955,53.955405174038745,0.653150492692585,1204.0,6493.0,1523.0,1447.0,0
2023-10-22,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,243,218,25,73,1,2970,0,203,2767,2767,203,5,0,1.0,1.0,28.471357524334707,3.9831383090178902,29.04075242871992,0.820497586213157,1240.0,6434.0,1559.0,1208.0,0
2023-10-23,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,143,128,15,33,0,2767,0,174,2593,2593,174,5,0,0.8600102697176968,1.0,28.810202858793645,1.4632278157657375,33.063264873432175,0.61067077463583,1260.0,6282.0,1567.0,1026.0,0
2023-10-24,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,113,101,12,28,0,2593,0,251,2342,2342,251,3,0,0.6377266229072865,1.0,18.32513932388531,1.667643053722715,59.030368762791824,0.7611618178593123,1316.0,6251.0,1544.0,798.0,0
2023-10-25,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,66,59,7,23,0,2342,0,214,2128,2128,214,5,0,0.2907773354985769,1.0,22.74192836044832,1.4442514934210342,49.453417717867026,0.7947642950706193,1394.0,6194.0,1474.0,654.0,0
2023-10-26,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,56,50,6,11,0,2128,0,176,1952,1952,176,2,0,0.3583819671127495,1.0,37.45091369029173,2.7635518098673515,39.26684150216566,0.908554093209752,1473.0,6158.0,1430.0,522.0,0
2023-10-27,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,104,93,11,28,0,1952,0,242,1710,1710,242,2,0,0.49469153151572026,1.0,41.072617331733326,2.3654616011341245,42.52062779129888,0.7046295173700429,1471.0,6055.0,1399.0,522.0,0
2023-10-28,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,191,171,20,35,0,1710,0,263,1447,1447,263,3,0,1.0,1.0,38.60485532150903,4.917032402318994,53.74995480715978,0.8863163927014249,1506.0,6058.0,1282.0,522.0,0
2023-10-29,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,99,89,10,16,0,1447,0,239,1208,1208,239,1,0,0.4873609542391424,1.0,37.82066788069282,0.41321941562397546,40.70847760326245,0.6183726545281483,1523.0,6072.0,1232.0,522.0,0
2023-10-30,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,155,139,16,26,0,1208,0,182,1026,1026,182,1,0,0.7399100751107968,1.0,37.614622301599155,3.801309152285781,59.54877021821146,0.6669263464725573,1559.0,5998.0,1211.0,522.0,0
2023-10-31,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,138,124,14,36,0,1026,0,228,798,798,228,4,0,0.7344696224749004,1.0,32.555981029680396,0.41414643507830584,31.938964532831896,0.6405492211697547,1567.0,5920.0,1241.0,522.0,0
2023-11-01,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,132,118,14,23,0,798,0,144,654,654,144,3,0,0.6857790812191702,1.0,22.461983122372864,2.6572491307928563,32.99085477193158,0.7679973841265535,1544.0,5958.0,1323.0,522.0,0
2023-11-02,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,168,151,17,62,0,654,0,132,522,522,132,2,0,0.8035720103149648,1.0,24.862787399661904,1.5184441187075493,52.011793424894364,0.7189553900270714,1474.0,5853.0,1401.0,1921.0,0
2023-11-03,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,171,153,18,54,0,522,2800,211,3111,3111,211,3,2800,1.0,1.0,17.405321664348342,2.542898845007468,46.818726079321536,0.8083570165533189,1430.0,5787.0,1353.0,1758.0,0
2023-11-04,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,38,34,4,15,0,3111,0,146,2965,2965,146,1,0,0.16090155739415213,1.0,19.906424314978857,4.944127645174773,47.10539678389998,0.6238919351114612,1399.0,5813.0,1374.0,1591.0,0
2023-11-05,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,56,50,6,11,0,2965,0,189,2776,2776,189,2,0,0.3216415164423752,1.0,29.67962938595744,3.48007971283576,26.786101469111546,0.8771775677091551,1282.0,5749.0,1328.0,1448.0,0
2023-11-06,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,161,144,17,44,0,2776,0,161,2615,2615,161,4,0,0.8229513702449188,1.0,41.669068972205714,1.7452658187453174,32.46492279477252,0.670886524981951,1232.0,5731.0,1365.0,1250.0,0
2023-11-07,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,237,213,24,73,1,2615,0,258,2357,2357,258,2,0,1.0,1.0,32.92790022996209,3.64952292168475,22.678750545225064,0.8867240738305193,1211.0,5603.0,1271.0,1086.0,0
2023-11-08,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,212,190,22,73,0,2357,0,226,2131,2131,226,2,0,0.9411783425187367,1.0,37.405783317186604,3.6738201295180866,40.91152693136082,0.6059095927166984,1241.0,5620.0,1197.0,934.0,0
2023-11-09,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,56,50,6,8,0,2131,0,210,1921,1921,210,4,0,0.2522130449897275,1.0,33.75075137447791,4.119369972117097,51.935664608940826,0.8600890549569999,1323.0,5688.0,1223.0,698.0,0
2023-11-10,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,198,178,20,52,0,1921,0,163,1758,1758,163,4,0,0.8893352900738949,1.0,27.465792329717466,1.3869636961691245,25.382731673967015,0.8122189859377171,1401.0,5772.0,1234.0,524.0,0
2023-11-11,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,199,179,20,46,0,1758,0,167,1591,1591,167,2,0,1.0,1.0,30.340860635270843,1.1161758155528707,41.22156095830347,0.8359572541420942,1353.0,5777.0,1324.0,524.0,0
2023-11-12,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,174,156,18,43,0,1591,0,143,1448,1448,143,3,0,0.9601380953982205,1.0,34.31784131721749,3.038383717881938,38.529982250818506,0.6010933158643158,1374.0,5827.0,1378.0,524.0,0
2023-11-13,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,129,116,13,30,0,1448,0,198,1250,1250,198,1,0,0.5373207682894278,1.0,19.046545467126652,4.494192407272243,34.48873998030081,0.6506958597454643,1328.0,5772.0,1438.0,524.0,0
2023-11-14,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,57,51,6,19,0,1250,0,164,1086,1086,164,2,0,0.2738014402752245,1.0,16.14242350231265,4.774111516655912,51.33213597602108,0.7258439111005314,1365.0,5760.0,1394.0,524.0,0
2023-11-15,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,165,148,17,23,0,1086,0,152,934,934,152,4,0,1.0,1.0,24.955583415177564,2.8842943220734973,53.51127415070199,0.9295118333745211,1271.0,5741.0,1428.0,524.0,0
2023-11-16,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,76,68,8,8,0,934,0,236,698,698,236,2,0,0.4126225051190675,1.0,36.402379354972396,3.912760874606755,46.365202099348835,0.8529393460062783,1197.0,5775.0,1356.0,524.0,0
2023-11-17,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,148,133,15,50,0,698,0,174,524,524,174,5,0,0.7486301296775334,1.0,44.33396078720521,2.0947112274959823,58.13358956053499,0.6294049097611569,1223.0,5838.0,1304.0,2020.0,0
2023-11-18,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,126,113,13,33,0,524,2800,257,3067,3067,257,1,2800,0.5711120537451546,1.0,32.55231855165475,0.4064589293652138,48.356949536236385,0.6732473208637757,1234.0,5877.0,1245.0,1822.0,0
2023-11-19,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,125,112,13,30,0,3067,0,197,2870,2870,197,4,0,0.7524913053791217,1.0,18.783122856448102,0.5941976625772138,24.439000948849163,0.7505476863639308,1324.0,5956.0,1231.0,1639.0,0
2023-11-20,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,79,71,8,9,0,2870,0,258,2612,2612,258,2,0,0.4165103409713702,1.0,40.14739999438481,4.558505245055402,48.222837822974995,0.7820857133407912,1378.0,5946.0,1136.0,1476.0,0
2023-11-21,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,163,146,17,27,0,2612,0,120,2492,2492,120,1,0,0.7853006656439568,1.0,22.578312460276337,0.18480215867247685,35.89862183199948,0.6304485467644066,1438.0,5958.0,1198.0,1294.0,0
2023-11-22,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,252,226,26,36,0,2492,0,186,2306,2306,186,5,0,1.0,1.0,18.67212389067454,1.7109653898328507,41.85325577146929,0.7517053457481042,1394.0,5875.0,1161.0,1145.0,0
2023-11-23,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,145,130,15,18,0,2306,0,164,2142,2142,164,1,0,0.878232426630006,1.0,33.945974389939614,3.3335767021700446,47.62831815490844,0.6402888224260133,1428.0,5887.0,1230.0,912.0,0
2023-11-24,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,110,99,11,22,0,2142,0,122,2020,2020,122,1,0,0.4747155177522135,1.0,22.30386831795242,1.8261743337886693,54.857541755532914,0.8124567882691325,1356.0,5800.0,1246.0,774.0,0
2023-11-25,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,82,73,9,19,0,2020,0,198,1822,1822,198,1,0,0.3916743289466562,1.0,27.195593906038802,3.0170513695693533,49.67886564747707,0.7575332938967825,1304.0,5708.0,1289.0,533.0,0
2023-11-26,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,66,59,7,25,0,1822,0,183,1639,1639,183,2,0,0.34502509296896294,1.0,38.60216136733189,2.6541698890489336,54.344954969138406,0.6797393777727805,1245.0,5730.0,1285.0,533.0,0
2023-11-27,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,116,104,12,26,0,1639,0,163,1476,1476,163,2,0,0.6028717215094579,1.0,31.12145827108844,3.8529155521858165,24.070284659570433,0.8785702470949027,1231.0,5671.0,1405.0,533.0,0
2023-11-28,PHC-007,Delhi,North Delhi,North Delhi,26.142565465487603,84.59463573387636,ORS Powder,Rehydration,193,173,20,50,0,1476,0,182,1294,1294,182,3,0,1.0,1.0,22.766359773111613,3.0122147814520313,37.86653227754917,0.6092293001134811,1136.0,5571.0,1415.0,533.0,0
